"date","c.hp1","c.hp3k1","c.hp25k1","c.hp125k1","c.hp221k1","c.hp400k1","c.hamilton13t1","c.hamilton20t1","c.hamilton24t1","c.hamilton28t1","c.linear2","c.quad2","c.poly3","c.poly4","c.poly5","c.poly6","c.bn2","c.bn3","c.bn4","c.bn5","c.bn6","c.bn7","c.bn8","c.stm1","c.ma1"
1978-01-01,0.130997666000958,-0.350938637583624,-2.24912360394483,-3.50946236566728,-3.75873723580359,-3.92423107757684,-2.96546695211414,-5.40182667212277,-2.57681164725371,-2.69216438907744,-4.08921205711264,-0.292430308982397,0.0957263100903987,2.89966355476005,1.70699772200312,-1.7238659724802,0.000596570990142071,0.189942767109911,-0.036333664745916,0.131106821759627,-0.322647847278049,-0.403067024508446,0.0204316887869745,-3.96006195651317,-2.5125
1978-04-01,0.831379394437917,0.411416919162107,-1.43084680551884,-2.74250737264891,-3.00961587562393,-3.18840169519832,-3.4736502674746,-5.10407623200469,-2.90918679343227,-1.30721505342631,-3.37296466973886,0.509355798771118,0.818772155264099,3.29863916325609,1.67121160215173,-1.72597128301757,-0.00998241678719186,-0.00387693450606735,0.154154838236769,-0.0638255239594386,-0.0877492754819394,-0.444166465155323,-0.100219984742783,-3.17659514944471,-1.48125
1978-07-01,0.333434657287064,-0.0394691563753469,-1.8527261886569,-3.22838257491104,-3.51661001708244,-3.71113139385766,-4.65752340724746,-5.44456413320449,-5.11300458236219,-2.16757981477323,-3.91884920634921,0.0857371794871824,0.367307692307698,2.61277015894555,0.706285151050189,-2.47932420900995,-0.027535705313183,0.0343280940815113,-0.0593465314232504,0.176846309411296,-0.108094066038596,-0.280992984238842,0.0291187556357806,-3.64326717293915,-1.75
1978-10-01,0.407568824580196,0.0843444717026642,-1.68250452645923,-3.11513508526043,-3.42417439612381,-3.63454217675508,-5.80574865164373,-5.00937309857488,-6.14983739071594,-2.70352597622605,-3.86615384615384,0.249296328671328,0.488010776536896,2.50377604726265,0.363919641214956,-2.57071385906396,0.230949897233724,0.0294995893333538,-0.12751791701819,-0.0378471687147156,0.119417392073232,-0.162201563930335,0.333876877493127,-3.51022452733615,-1.58125
1979-01-01,1.17722371880065,0.928551755920878,-0.716185763309966,-2.17080404997336,-2.49482726566154,-2.71745858565049,-5.13492188054177,-3.98852352208894,-5.20367334995691,-3.31003756081261,-2.96895104895104,1.18378874856487,1.2866005636155,2.98847842236778,0.562420241895389,-2.18586154912594,-0.00996582989331651,0.285052757407183,0.0557000610930479,-0.15585302690844,0.00264135290960961,0.0802197981548629,-0.166016932275611,-2.54910702740128,-0.668750000000003
1979-04-01,1.68626057805218,1.52781474535187,0.0621704295074679,-1.38462364209752,-1.71838708141849,-1.95001836509493,-4.52502254231639,-3.15904334341423,-5.3095216073485,-3.44428940045686,-2.21763907734058,1.91495330832469,1.81753439267275,3.16416655388486,0.452904387357421,-2.10995774392119,-0.220008132262205,-0.0594442764303237,0.324036838037016,-0.037259536930861,-0.0939102150236662,0.0241846848646345,-0.0872036052143274,-1.74899081178023,0.0937499999999929
1979-07-01,1.17612602249407,1.08888679122944,-0.225596903739465,-1.67152777104562,-2.01681281887468,-2.25888787216284,-5.23893283124644,-3.12362685403404,-4.99934283458102,-4.66394570411656,-2.54499561018437,1.59233881742184,1.34125281520785,2.42303376313919,-0.432475603324058,-2.67256762827159,-0.0802680940455685,-0.260602310348706,0.156285931442576,0.259102988727523,0.0387098829273369,-0.109578753637131,-0.128115829135411,-2.02010256362848,-0.387500000000003
1979-10-01,0.662068011812636,0.625697957943032,-0.570724747541988,-2.02540667733391,-2.38460246718377,-2.6390174902637,-5.48148189648761,-4.04345026167169,-4.68601117495069,-5.32381123769138,-2.94667519181586,1.22382170259409,0.86622291292511,1.76460231980118,-1.12210662637471,-2.95317121459945,0.202481213519688,-0.0259912093121871,-0.144535975708958,0.0792599845607495,0.24817650690677,0.0242969635004014,-0.0896446126076309,-2.35599501796233,-0.84375
1980-01-01,1.67530694985258,1.71944092132146,0.732651644410822,-0.681772509399188,-1.04512056912285,-1.30543190893363,-3.9974583267706,-2.74768067597986,-3.67637425946181,-3.57832862478632,-1.62645962732919,2.482358498819,1.9032858989687,2.5054807835831,-0.519607013165079,-2.08970702420685,0.0388928111420264,0.2355428803294,0.13034525213397,-0.292902530738533,0.242252389838714,0.255344027307562,-0.26624615218896,-1.001253243534,0.412499999999994
1980-04-01,1.72838711280586,1.85093103681821,1.08869032845578,-0.269319666509524,-0.633363801800762,-0.897351763350372,-3.80512257944578,-2.34266490223076,-2.91537247323057,-3.11425054637171,-1.22909456740442,2.79387659289068,1.97862802385087,2.29949011606352,-0.820849207301045,-2.10592632660372,-0.31542829488849,0.00162278048562495,0.308452498669992,0.0150094125392684,-0.120316913344411,0.339493332470508,-0.0848260632951593,-0.579709918790336,0.71875
